"Moška imena po: IME, MERITVE , LETO"

" ";"Število";" ";" ";" ";" ";" "
"Ismailj";9;9;9;9;8;9
"Ismajl";10;14;13;13;13;14
"Ismar";11;10;12;12;14;14
"Ismet";644;640;679;641;628;618
"Ismir";10;11;10;10;10;10
"Isni";7;7;6;6;6;6
"Iso";20;22;23;22;23;23
"Istok";123;123;121;119;117;116
"Istref";16;18;21;17;17;16
"Istvan";37;12;13;12;11;9
"István";-;25;26;28;23;19
"Isuf";37;32;36;31;32;32
"Ištvan";43;39;36;34;33;32
"Italo";9;8;7;7;8;8
"Ivan";22043;21555;21089;20624;20156;19678
"Ivan Alojzij";5;5;5;5;-;-
"Ivan Andrej";11;8;8;8;7;7
"Ivan Anton";14;14;13;13;11;12
"Ivan Emil";7;5;5;5;-;-
"Ivan Franc";14;13;13;12;12;12
"Ivan Jakob";7;7;7;8;7;7
"Ivan Janez";20;20;19;19;18;17
"Ivan Janko";7;7;7;8;8;7
"Ivan Jože";5;5;5;5;5;5
"Ivan Jožef";21;21;19;18;18;17
"Ivan Marijan";5;5;5;5;5;5
"Ivan Marjan";16;15;15;15;15;15
"Ivan Martin";5;5;5;5;5;5
"Ivan Milan";8;7;6;5;5;5
"Ivan Pavel";5;-;-;-;-;-
"Ivan Peter";12;12;12;11;10;10
"Ivan Stanislav";10;9;9;9;9;8
"Ivan Vladimir";5;5;5;5;-;-
"Ivano";8;10;15;17;27;29
"Ive";14;14;14;14;14;14
"Ivica";536;541;557;548;563;561
"Ivko";15;15;15;16;16;16
"Ivo";1092;1089;1088;1077;1070;1067
"Ivor";12;12;14;15;17;17
"Izak";126;151;192;222;267;319
"Izeir";-;-;6;-;-;-
"Izer";-;-;-;5;-;-
"Izet";337;343;363;361;360;358
"Izidor";952;949;937;933;930;924
"Izo";6;5;6;6;6;6
"Iztok";3152;3150;3148;3142;3142;3125
"Izudin";92;81;96;92;93;94
"Jacques";5;6;6;7;5;6
"Jadran";282;279;277;281;273;272
"Jadranko";43;41;45;44;43;46
"Jago";10;10;10;9;9;9
"Jagoš";12;11;13;13;12;12
"Jahija";5;-;-;-;-;-
"Jahir";15;18;17;15;15;16
"Jak";8;8;8;10;10;10
"Jaka";3528;3729;3922;4121;4296;4484
"Jakec";18;18;18;18;18;17
"Jaki";9;8;8;8;9;9
"Jako";10;10;10;11;11;11
"Jakob";3335;3517;3692;3865;3999;4194
"Jakob Aljaž";-;-;-;-;6;6
"Jakob Franc";9;9;9;9;9;9
"Jakob Gal";-;6;6;6;6;7
"Jakob Janez";5;6;6;6;6;6
"Jakob Martin";-;-;5;5;5;5
"Jakob Rado";10;10;10;10;10;10
"Jakob Radoslav";6;6;6;5;-;-
"Jakob Vid";-;5;5;5;5;5
"Jakov";65;63;67;71;74;77
"Jakša";7;7;7;8;9;9
"Jakub";21;21;22;22;22;26
"Jakup";32;32;36;34;36;36
"Jalen";8;10;13;14;18;21
"Jamin";5;6;6;6;6;6
"Jan";6293;6559;6776;6980;7217;7407
"Jan Janez";-;-;-;5;5;5
"Jan Luka";13;16;17;17;19;20
"Jan Mark";-;-;-;-;5;5
"Jan Martin";6;6;6;7;7;7
"Jan Peter";6;6;6;6;6;6
"Jan Žan";5;5;5;5;5;5
"Janèi";7;7;7;7;7;7
"Jandre";5;5;6;6;6;5
"Jandro";-;-;5;5;5;5
"Jane";22;24;24;23;24;26
"Janej";7;11;11;13;15;15
"Janek";8;8;8;8;8;8
"Janez";25489;25028;24577;24131;23690;23253
"Janez Alojzij";5;-;-;5;5;5
"Janez Andrej";8;8;8;8;8;8
"Janez Anton";12;12;12;12;11;11
"Janez Franc";18;18;18;18;17;18
"Janez Gregor";5;5;5;5;5;5
"Janez Ivan";18;18;17;17;16;16
"Janez Jan";9;10;10;11;10;10
"Janez Jani";11;9;10;10;10;10
"Janez Janko";6;6;6;6;5;5
"Janez Jože";5;5;5;5;5;5
"Janez Jožef";11;11;11;10;8;8
"Janez Marjan";12;12;11;11;10;8
"Janez Marko";6;-;-;-;-;-
"Janez Martin";5;-;-;-;-;-
"Janez Matija";5;5;5;-;5;5
"Janez Pavel";7;7;7;7;7;8
"Janez Peter";15;14;14;14;14;14
"Janez Stanislav";11;11;11;11;10;10
"Janez Tomaž";5;5;5;5;5;5
"Jani";957;965;971;979;990;994
"Janik";18;20;21;23;23;25
"Janin";9;9;9;10;10;10
"Janislav";26;26;27;27;27;27
"Janko";4615;4580;4542;4508;4470;4423
"Jannik";5;5;5;6;5;5
"Jano";14;13;13;13;13;13
"Janos";28;9;8;9;8;6
"Janoš";80;81;81;80;80;79
"Januš";63;64;66;70;69;72
"Januz";13;12;15;17;15;14
"Janž";19;22;25;27;27;27
"Janže";31;32;32;32;32;31
"Jaro";26;26;28;29;29;33
"Jaroslav";76;73;71;70;68;66
"Jaroš";30;30;30;31;31;32
"Jasenko";11;11;11;11;11;12
"Jaser";5;5;5;6;7;7
"Jashar";9;10;8;11;12;12
"Jasim";25;26;27;26;24;22
"Jasin";12;16;16;16;17;21
"Jasmin";981;1018;1079;1074;1056;1067
"Jasminko";11;11;11;11;11;11
"Jasmir";12;11;12;11;11;11
"Jaš";30;35;40;52;57;65
"Jaša";379;426;483;530;561;608
"Javor";7;7;8;9;9;9
"Jean";38;40;39;40;39;38
"Jean Luc";5;-;-;-;-;-
"Jean Luka";-;5;5;6;6;6
"Jefto";-;-;7;6;6;-
"Jelenko";69;66;72;71;71;71
"Jelko";57;56;56;55;54;53
"Jemin";9;9;11;11;9;11
"Jenoe";10;-;-;-;-;-
"Jenõ";-;6;6;6;5;-
"Jeremija";6;7;8;8;8;8
"Jerko";50;48;49;49;49;47
"Jernej";5670;5698;5721;5745;5765;5763
"Jernej Nejc";10;10;10;10;10;10
"Jeronim";15;14;14;14;14;13
"Jesenko";6;6;7;7;8;8
"Jetish";5;-;6;5;5;5
"Jetmir";33;44;51;46;48;54
"Jeton";61;68;83;75;79;73
"Jetullah";-;5;6;6;6;6
"Jevrem";5;5;5;-;-;-
"Jevto";12;12;13;12;12;12
"Jezdimir";8;9;9;9;7;8
"Jie";-;-;-;-;-;5
"Joahim";11;9;9;9;9;8
"Job";29;34;39;40;41;45
"Joce";6;7;7;7;6;7
"Joco";16;22;19;21;21;20
"Joel";6;6;6;6;6;8
"Johan";30;30;30;33;33;32
"Johann";23;22;24;23;30;25
"Johannes";7;6;6;6;7;7
"John";21;19;22;21;21;18
"Jon";267;302;343;382;420;456
"Jona";12;17;17;18;18;22
"Jonas";30;38;38;46;54;59
"Jonatan";44;48;55;63;67;75
"Jonathan";7;6;7;10;10;9
"Jonche";-;-;-;-;8;8
"Jonèe";9;11;10;6;-;-
"Joni";-;-;-;5;5;5
"Jonus";5;-;-;-;-;-
"Jonuz";9;7;7;8;6;7
"Jordan";228;226;226;223;220;221
"Jordanèo";5;-;5;5;5;-
"Jorg";10;11;13;13;14;14
"Jos";5;6;6;6;6;6
"Josef";25;23;19;23;23;19
"Joseph";10;11;11;11;12;11
"Joshua";-;-;6;7;6;10
"Josif";12;11;12;10;12;10
"Josip";2290;2265;2237;2173;2128;2072
"Joso";53;51;51;48;47;46
"Joško";815;811;808;801;798;781
"Jošt";420;458;503;540;564;588
"Jovan";431;438;441;440;449;448
"Jovica";132;122;139;138;136;139
"Jovo";222;223;232;228;227;227
"Jozef";39;25;26;36;27;28
"Jozo";248;246;243;235;229;227
"Jozsef";56;7;6;8;6;-
"Joža";53;54;52;51;51;51
"Jože";16137;15921;15743;15559;15335;15129
"Jože Andrej";7;6;6;6;-;-
"Jože Ivan";6;6;6;5;5;-
"Jože Janez";6;6;6;6;6;6
"Jože Peter";5;5;5;5;5;5
"Jože Stanislav";6;5;5;5;-;-
"Jožef";21315;20700;20046;19421;18793;18083
"Jožef Aleksander";5;5;5;5;5;5
"Jožef Alojz";8;7;7;7;7;7
"Jožef Alojzij";6;6;6;6;6;6
"Jožef Anton";25;23;21;19;19;18
"Jožef Božidar";5;5;5;5;5;5
"Jožef Ciril";8;8;8;6;6;6
"Jožef Franc";19;19;19;19;17;14
"Jožef Ivan";15;15;15;14;13;13
"Jožef Janez";9;9;9;9;9;9
"Jožef Karol";5;5;5;-;-;-
"Jožef Marijan";6;6;6;6;6;6
"Jožef Marjan";14;13;13;13;12;12
"Jožef Martin";12;11;11;11;11;10
"Jožef Milan";6;6;6;6;6;5
"Jožef Pavel";8;7;6;6;6;6
"Jožef Peter";10;11;9;9;8;8
"Jožef Stanislav";11;11;10;10;10;9
"Jožek";122;121;121;119;118;118
"Joži";21;21;22;22;22;22
"Jožko";345;344;341;340;339;336
"Juan";6;5;-;-;-;-
"Juergen";11;-;-;-;-;-
"Jugoslav";36;31;34;32;36;35
"Jule";6;6;6;6;6;6
"Julian";32;32;39;49;56;60
"Julij";232;236;228;226;223;221
"Julijan";312;314;315;323;332;340
"Julijo";5;5;5;5;-;5
"Julius";5;6;6;7;6;6
"Juljan";7;7;7;7;6;6
"Julko";6;6;6;6;5;5
"Jun";-;-;-;-;-;5
"Junuz";12;12;13;11;11;11
"Jur";5;5;6;6;6;6
"Jura";8;8;8;8;8;8
"Juraj";136;135;130;125;120;116
"Jurèe";6;5;5;5;5;5
"Jurèek";118;116;117;115;114;113
"Jure";6579;6705;6831;6931;7037;7092
"Juri";15;17;19;20;22;23
"Jurica";28;27;30;29;29;30
"Jurij";2974;2991;3005;3014;3032;3058
"Jurij Marko";7;7;7;7;7;7
"Jurko";24;24;24;24;24;24
"Juro";82;81;82;84;83;82
"Jusmir";5;5;7;7;7;6
"Juso";44;45;44;42;41;39
"Just";29;28;27;26;26;28
"Justin";131;131;126;124;123;121
"Jusuf";200;198;210;205;198;200
"Juš";188;200;208;224;236;255
"Ján";-;5;-;-;-;-
"János";-;17;16;15;14;12
"Jürgen";-;12;11;10;9;12
"József";-;47;46;49;45;46
"Kaan";-;-;-;6;7;9
"Kabir";-;-;-;5;5;-
"Kadir";18;20;22;23;24;23
"Kadri";36;36;35;33;32;32
"Kadrija";15;13;15;14;14;14
"Kai";22;26;31;39;43;53
"Kaj";10;11;12;13;14;14
"Kajetan";41;41;42;46;48;54
"Kajtaz";-;-;-;5;-;5
"Kajtimir";6;6;6;6;6;6
"Kal";6;6;7;8;10;10
"Kalman";8;7;6;6;6;6
"Kamber";6;5;5;5;6;6
"Kamel";-;-;5;5;5;5
"Kamenko";8;9;8;8;8;9
"Kamer";12;12;13;11;11;10
"Kamil";25;21;21;19;19;19
"Kamilo";34;34;33;32;31;29
"Kan";-;-;-;-;11;18
"Kancijan";7;7;7;6;6;7
"Kanija";12;10;8;7;7;6
"Kapllan";-;-;-;-;5;5
"Karel";1689;1636;1584;1550;1517;1482
"Karel Drago";8;8;8;9;8;8
"Karel Dragotin";5;5;-;-;-;-
"Karim";26;27;28;28;33;35
"Karl";1289;1242;1211;1171;1140;1111
"Karl Drago";12;11;10;10;10;10
"Karli";66;66;66;66;67;67
"Karlo";359;357;351;345;336;332
"Karlo Drago";5;5;5;5;5;5
"Karmel";5;-;-;-;-;-
"Karol";838;812;782;745;705;671
"Karol Drago";9;8;7;7;7;6
"Karolj";9;9;8;8;8;7
"Karpo";-;-;-;5;5;5
"Kasim";168;160;174;163;163;162
"Kasper";-;-;-;6;7;8
"Kastriot";13;16;21;18;17;21
"Kazim";6;5;5;5;-;-
"Kazimir";195;190;185;182;177;174
"Kebir";5;5;5;5;5;5
"Kemajl";7;8;6;7;6;6
"Kemal";162;164;177;181;178;173
"Kemo";10;9;9;9;9;9
"Ken";15;15;16;16;16;17
"Kenad";6;6;5;5;5;5
"Kenan";134;135;155;159;169;181
"Keni";8;8;8;8;8;8
"Kenin";5;5;5;5;5;5
"Kenny";5;5;5;5;6;6
"Kerim";15;14;13;14;17;16
"Kevin";493;527;558;579;602;627
"Kian";9;10;13;19;24;29
"Kiar";7;8;9;10;11;12
"Kilian";-;-;5;5;5;-
"Kim";9;10;11;12;11;12
"Kimi";21;25;26;27;29;31
"Kircho";-;-;-;5;7;9
"Kirèo";8;6;7;6;-;-
"Kire";5;6;6;5;5;8
"Kiril";18;17;18;20;20;22
"Kiro";26;24;30;30;29;32
"Kjanija";-;-;-;-;-;5
"Kjemal";-;-;-;-;5;-
"Klas";10;10;10;11;11;11
"Klaudij";12;12;11;10;10;9
"Klaudijo";12;12;12;12;13;13
"Klaudio";48;49;47;47;47;47
"Klaus";13;13;12;12;11;12
"Klavdi";8;8;8;8;8;8
"Klavdij";306;304;302;299;298;297
"Klavdijo";89;89;89;88;87;87
"Klavdio";14;15;15;15;15;14
"Klemen";5862;5933;5984;6029;6060;6104
"Klement";22;22;22;22;22;20
"Klime";5;-;-;-;-;-
"Kliment";-;6;6;9;10;10
"Koce";11;9;9;7;8;8
"Kojo";7;7;7;7;7;5
"Kole";14;11;12;12;12;12
"Kolja";15;17;20;22;25;28
"Koljo";6;8;-;-;-;-
"Koloman";134;131;126;119;115;109
"Konrad";714;689;666;654;627;613
"Konstantin";28;27;28;25;26;27
"Korab";-;-;6;5;5;5
"Korado";9;9;9;9;8;8
"Kosta";53;54;57;57;64;60
"Kostadin";24;23;25;26;25;25
"Kostantin";7;6;6;6;6;6
"Kostja";44;45;45;46;47;47
"Kosto";5;-;-;-;-;-
"Kras";-;-;-;5;7;7
"Krenar";7;5;10;15;14;13
"Kreshnik";6;8;7;7;8;8
"Krešimir";75;75;77;78;81;80
"Krešo";21;22;22;21;21;23
"Kris";92;100;108;111;123;148
"Kristan";14;14;14;14;14;16
"Kristian";338;347;365;374;382;388
"Kristijan";1190;1198;1224;1236;1261;1272
"Kristjan";1950;1991;2045;2091;2118;2151
"Kristl";12;12;11;11;11;11
"Kristo";5;5;-;5;5;-
"Kristofer";7;8;9;9;9;9
"Krištof";149;157;162;173;179;187
"Krsta";12;12;12;12;12;12
"Krstan";20;18;20;20;20;20
"Krste";16;20;19;19;19;21
"Krsto";39;37;40;36;38;34
"Krume";11;11;11;10;10;10
"Krunislav";5;5;-;-;-;-
"Kruno";10;10;9;9;8;9
"Krunoslav";60;64;64;63;66;70
"Ksaver";10;10;11;13;14;16
"Kujtim";43;45;57;52;56;58
"Kurt";8;8;9;10;9;8
"Kushtrim";18;19;29;30;31;31
"Kuzman";7;8;7;8;7;7
"Kvirin";8;7;7;6;6;6
"Labinot";24;33;38;32;30;32
"Laci";6;5;5;5;5;5
"Ladi";6;5;5;5;5;5
"Ladimir";8;8;8;8;8;7
"Ladislav";1403;1371;1337;1314;1277;1238
"Ladko";19;18;18;18;18;17
"Lado";197;200;197;196;196;196
"Lajos";9;11;10;8;7;7
"Lajoš";8;8;7;7;7;7
"Lamar";6;6;6;8;8;11
"Lambert";10;10;10;9;9;8
"Lan";614;751;877;1000;1141;1259
"Lanej";-;6;7;7;7;8
"Lar";-;6;8;9;9;9
"Laren";9;10;10;10;11;12
"Lari";6;6;6;6;7;6
"Laris";8;10;11;14;15;18
"Lars";37;46;53;57;68;80
"Laslo";13;15;16;15;15;12
"Laste";8;9;9;9;8;9
"Laszlo";33;6;6;6;8;7
"Latif";53;52;59;58;55;54
"Laurent";5;-;-;-;-;-
"Lauro";5;5;5;5;5;5
"Lavdim";7;10;15;13;13;18
"Lavdrim";6;6;6;6;7;7
"Lavrencij";18;17;17;17;16;15
"Lazar";148;145;146;151;149;156
"Laze";-;5;8;7;7;6
"Lazo";83;81;80;78;74;76
"Lean";6;6;6;6;6;7
"Leander";22;22;25;25;25;25
"Leandro";-;6;5;-;-;5
"Leart";-;-;5;10;14;17
"Ledion";-;-;6;5;9;13
"Lejon";-;-;-;-;-;5
"Lejs";-;-;5;5;5;5
"Lenard";22;22;21;20;20;20
"Lenart";441;473;497;525;555;596
"Lenko";6;5;5;5;6;5
"Leo";238;255;286;314;337;363
"Leon";2380;2468;2556;2645;2703;2782
"Leonard";109;113;116;125;126;132
"Leonardo";104;108;115;120;125;130
"Leonel";-;-;-;-;6;6
"Leonid";22;23;25;26;28;32
"Leonis";-;-;-;6;5;6
"Leonit";-;5;7;7;10;10
"Leopold";1958;1896;1833;1776;1722;1660
"Leopold Franc";5;5;5;5;5;5
"Leotrim";8;8;15;19;16;15
"Leutrim";13;11;16;18;18;19
"Lev";82;94;115;133;143;166
"Levin";8;9;9;9;10;11
"Levko";5;5;5;5;5;5
"Li";-;-;5;-;-;-
"Liam";74;106;142;186;247;298
"Lian";25;38;47;62;79;93
"Libero";17;16;15;15;15;15
"Liljan";-;5;5;5;5;5
"Liman";24;24;26;28;27;24
"Limon";5;6;-;-;-;-
"Lin";38;42;50;59;66;75
"Lino";56;55;54;54;54;53
"Lion";-;-;-;-;6;9
"Lionel";-;-;-;11;15;17
"Liridon";42;48;68;57;54;59
"Lirim";24;26;27;31;28;31
"Livij";5;5;-;-;-;-
"Livijo";33;33;32;32;33;32
"Livio";21;22;22;24;24;26
"Ljirim";-;-;-;-;5;-
"Ljuan";8;7;6;5;6;5
"Ljuban";52;53;51;51;51;50
"Ljubèo";5;-;-;-;-;-
"Ljube";10;10;11;11;11;10
"Ljuben";10;9;9;10;9;9
"Ljubinko";45;47;46;46;47;49
"Ljubisav";19;19;19;17;15;16
"Ljubislav";5;5;5;5;5;5
"Ljubiša";261;270;278;279;277;272
"Ljubko";13;12;13;13;12;12
"Ljubo";559;548;547;545;537;532
"Ljubodrag";6;8;8;8;7;7
"Ljubomir";628;619;615;598;590;584
"Ljuboslav";16;15;15;15;15;15
"Ljudevit";44;44;41;41;39;38
"Ljuljzim";12;9;12;8;6;6
"Ljupcho";-;6;9;16;19;23
"Ljupèo";42;38;42;35;29;27
"Ljupko";6;6;6;6;7;7
"Lojze";208;204;202;201;201;201
"Lojzek";9;9;9;9;9;9
"Lokman";7;7;7;7;7;7
"Loredano";5;5;5;5;5;5
"Loren";7;7;8;8;9;10
"Lorenc";7;7;7;7;6;6
"Lorenzo";14;14;13;15;17;15
"Lorik";7;9;10;12;15;16
"Loris";53;56;57;58;59;64
"Lovre";11;11;11;12;12;13
"Lovrenc";290;290;282;276;277;277
"Lovrencij";27;26;25;24;24;24
"Lovro";1104;1214;1342;1476;1600;1725
"Luan";25;28;37;35;38;42
"Lube";6;-;-;-;-;-
"Lubomir";11;13;-;7;-;-
"Luc";15;18;22;21;21;22
"Luca";54;58;56;55;57;59
"Lucas";33;34;44;54;63;78
"Lucian";17;19;21;26;28;31
"Luciano";37;37;37;37;37;39
"Lucijan";286;290;288;289;290;294
"Lucijano";5;5;5;5;5;5
"Lucio";7;9;7;7;6;7
"Lucjan";40;40;41;41;42;42
"Luèano";20;21;21;21;21;21
"Luèko";5;5;5;5;5;5
"Luèo";5;5;5;5;6;6
"Ludovik";152;147;139;132;123;112
"Ludvig";8;7;7;7;7;8
"Ludvik";2475;2397;2331;2275;2214;2142
"Luigi";11;10;11;11;11;11
"Luis";-;-;-;5;5;5
"Luka";9463;9846;10222;10589;10916;11174
"Luka Aleksander";5;5;6;8;8;8
"Luka Gal";6;6;6;6;6;6
"Luka Martin";8;8;8;8;8;8
"Lukas";143;175;213;250;294;330
"Lukec";7;7;7;7;7;7
"Lulzim";55;62;65;71;71;72
"Lumni";-;8;7;5;5;5
"Lun";12;14;18;20;24;27
"Lupèo";6;9;6;5;5;5
"Lutfi";16;14;15;17;18;18
"Lutvo";6;6;6;5;-;-
"László";-;29;32;37;29;32
"Lyupcho";5;-;-;-;9;5
"Mahir";19;17;26;25;27;28
"Mahmut";57;59;56;56;52;51
"Maho";5;7;7;7;6;6
"Mai";88;118;149;183;209;231
"Maid";19;20;31;32;37;43
"Maik";5;6;7;11;12;17
"Maj";918;1054;1180;1300;1435;1550
"Maj Luka";-;-;-;-;5;5
"Majid";-;6;6;6;5;5
"Majk";23;23;23;25;27;26
"Mak";17;20;24;29;34;35
"Maks";1479;1584;1675;1776;1899;2014
"Maksi";23;23;23;24;24;24
"Maksim";88;98;111;126;136;147
"Maksimilian";16;16;16;17;18;18
"Maksimilijan";418;404;391;383;372;365
"Maksimiljan";1165;1150;1124;1089;1068;1044
"Maksut";5;5;5;5;6;7
"Maksym";-;-;-;-;-;5
"Malik";8;9;13;15;18;24
"Malin";6;6;7;7;6;7
"Mališa";-;6;6;6;6;5
"Maliæ";7;7;7;6;5;5
"Maliq";-;-;5;5;7;6
"Mane";8;7;8;8;8;7
"Manfred";57;57;56;54;54;50
"Manojlo";8;8;8;8;8;8
"Manu";-;-;5;5;5;5
"Manuel";211;220;228;240;247;253
"Marc";13;15;16;17;17;17
"Marcel";803;852;895;952;993;1041
"Marcello";6;6;6;6;5;6
"Marcelo";-;-;-;-;5;5
"Marco";53;59;60;62;65;69
"Marcus";12;15;13;12;13;14
"Marèel";9;9;9;8;6;5
"Marèelo";28;28;28;28;28;27
"Mare";10;11;10;10;10;10
"Marek";9;8;8;11;6;10
"Marian";21;20;17;17;17;15
"Marij";82;83;78;73;69;65
"Marijan";3518;3476;3424;3378;3326;3254
"Marijan Franc";13;12;10;10;10;9
"Marijan Ivan";5;5;6;5;-;-
"Marijan Janez";6;6;6;6;5;-
"Marijan Jože";6;6;6;6;5;-
"Marijan Jožef";14;14;13;12;10;10
"Marijo";198;195;198;193;191;191
"Marin";130;137;138;136;135;140
"Marinèo";-;5;-;-;-;-
"Marinko";256;252;252;254;258;253
"Marino";386;388;386;391;391;394
"Mario";1370;1378;1391;1396;1406;1433
"Marius";-;-;-;-;5;-
"Marjan";13625;13482;13358;13222;13083;12936
"Marjan Alojz";5;5;5;-;-;-
"Marjan Andrej";5;5;5;-;-;-
"Marjan Anton";10;8;8;8;8;8
"Marjan Franc";15;15;15;15;15;14
"Marjan Ivan";8;9;9;9;9;9
"Marjan Janez";13;13;12;12;12;12
"Marjan Jože";5;5;5;5;5;5
"Marjan Jožef";5;5;5;5;5;5
"Marjan Matevž";5;-;-;-;-;-
"Marjan Peter";5;5;5;5;5;5
"Marjan Stanislav";6;6;6;6;6;6
"Marjanèo";8;10;8;6;5;5
"Marjo";99;95;94;93;90;86
"Mark";1355;1524;1685;1859;2058;2275
"Mark Aleksander";-;5;5;5;-;-
"Mark Antonij";5;5;5;6;6;6
"Mark David";-;-;-;5;5;5
"Marko";17131;17160;17243;17245;17299;17302
"Marko Andrej";6;6;6;6;5;5
"Marko Anton";6;6;6;7;6;6
"Marko Jožef";6;6;6;5;-;-
"Markus";32;32;39;38;37;41
"Marlon";-;-;6;5;5;5
"Marsel";189;197;211;218;224;234
"Mart";7;7;8;8;8;8
"Martel";-;-;-;-;5;5
"Martin";9398;9381;9375;9321;9274;9221
"Martin Anton";7;8;7;7;8;7
"Martin Darko";5;5;5;5;5;5
"Martin Davorin";6;7;7;7;7;7
"Martin Luka";-;-;-;5;5;5
"Marvin";14;15;16;16;17;19
"Maryan";-;5;5;9;11;11
"Masar";5;6;9;9;9;8
"Masimo";6;6;6;6;6;5
"Massimiliano";6;7;7;8;9;9
"Massimo";23;24;23;25;25;29
"Maše";15;15;14;14;11;11
"Mate";62;63;62;61;60;62
"Matej";11579;11668;11733;11791;11831;11860
"Mateja";5;-;-;-;-;5
"Matejko";8;8;8;8;8;8
"Mateo";80;85;92;102;112;125
"Matevž";2567;2654;2731;2796;2879;2947
"Mathias";8;9;11;13;12;11
"Matia";13;14;14;15;17;19
"Matias";23;28;31;33;40;48
"Matic";4946;5146;5338;5550;5735;5903
"Matièek";8;8;7;7;7;7
"Matija";3677;3749;3814;3887;3962;4023
"Matija Franc";5;5;5;5;5;5
"Matija Jožef";7;7;7;7;7;6
"Matija Matic";5;5;5;5;5;5
"Matijas";8;8;9;9;11;11
"Matijaž";9;10;10;10;10;10
"Matis";6;6;6;6;8;8
"Matjaž";9722;9729;9712;9703;9687;9676
"Matjažek";18;18;17;16;16;16
"Matko";47;46;45;46;45;45
"Mato";266;260;256;252;251;244
"Matt";-;-;-;-;6;6
"Matteo";37;41;40;42;44;53
"Matthias";10;9;10;10;8;8
"Mattia";17;17;18;19;24;26
"Matyas";5;-;-;-;-;-
"Maurice";6;6;6;5;5;-
"Mauricij";5;5;5;5;5;5
"Mauricijo";-;-;-;-;5;5
"Mauricio";12;11;12;12;13;13
"Maurizio";34;38;37;39;36;38
"Mauro";43;47;46;46;52;58
"Mavricij";57;56;56;56;57;56
"Mavricijo";8;8;8;9;9;9
"Mazlam";-;5;-;-;-;-
"Max";102;124;141;160;200;217
"May";19;22;24;27;29;34
"Maxim";12;16;19;20;21;29
"Maximilian";19;20;21;23;28;30
"Medard";31;29;29;29;28;28
"Medat";5;-;-;-;-;-
"Medi";-;5;5;-;-;-
"Medin";31;32;39;36;37;39
"Medo";15;15;16;16;15;13
"Medžid";13;14;14;13;13;12
"Mefail";7;6;8;6;5;6
"Mehdi";27;27;31;32;30;32
"Mehdija";-;-;-;5;5;-
"Mehdin";14;13;16;14;17;16
"Mehemed";23;26;27;26;27;28
"Mehmed";536;537;557;545;532;527
"Mehmedalija";76;72;78;76;70;69
"Mehmet";40;45;46;46;44;44
"Meho";213;206;231;225;222;223
"Mehrudin";9;12;14;11;11;12
"Meisad";-;-;5;6;6;5
"Mejaz";-;5;5;-;-;-
"Mejdi";6;8;8;9;9;8
"Mejdin";-;-;6;6;6;6
"Mel";16;16;16;17;18;19
"Meldin";-;-;-;-;-;6
"Melhijor";9;9;9;9;10;8
"Melhior";12;11;11;10;10;10
"Melis";8;8;8;8;9;10
"Melvin";8;9;11;11;12;12
"Memaga";6;5;6;5;6;5
"Memet";12;9;11;11;14;15
"Menan";-;-;5;-;-;-
"Mendim";-;-;-;-;5;7
"Mensud";19;20;20;19;18;18
"Mensur";69;76;79;76;75;80
"Mentor";45;49;59;56;57;55
"Merdan";-;-;5;-;-;-
"Merfin";6;7;7;7;7;7
"Mergim";26;28;30;29;30;30
"Merhan";6;5;6;6;6;6
"Merim";16;15;17;17;17;17
"Meris";26;28;33;33;34;35
"Meriton";8;12;17;18;18;21
"Merlin";8;7;8;8;8;8
"Mersad";46;46;52;53;55;58
"Mersat";-;-;5;5;5;5
"Mersed";29;29;40;37;36;38
"Mersid";6;6;8;8;8;9
"Mersim";21;20;22;21;20;22
"Mersin";5;5;5;6;6;6
"Mersud";28;28;33;35;33;36
"Mersudin";52;50;58;55;52;57
"Mervan";5;5;5;5;5;5
"Merzuk";6;5;6;5;6;-
"Mesud";95;99;100;101;99;98
"Mesut";10;11;10;10;9;10
"Metin";-;6;-;6;8;7
"Metko";12;12;12;12;12;12
"Metod";902;896;894;886;876;868
"Metodi";19;15;18;17;18;19
"Metodija";9;8;9;10;11;11
"Mevlid";10;10;10;10;10;10
"Mevludin";138;147;152;150;153;149
"Mevmed";5;-;-;-;-;-
"Mexhid";-;-;6;-;-;-
"Michael";115;112;116;114;110;102
"Michal";10;9;7;11;10;11
"Michel";60;61;59;57;59;60
"Michele";19;23;24;21;23;23
"Mièo";8;8;8;8;8;8
"Midhad";27;29;31;26;27;27
"Midhat";53;50;57;58;57;57
"Midhet";19;18;19;17;19;17
"Midho";7;7;6;6;6;6
"Mifail";7;7;7;7;7;7
"Miftar";25;28;27;29;27;27
"Miguel";8;9;10;9;9;8
"Miha";8348;8506;8646;8780;8919;9013
"Miha Marko";-;-;-;-;-;5
"Mihad";7;7;8;8;7;8
"Mihael";3729;3702;3661;3610;3565;3525
"Mihael Milan";5;-;-;-;-;-
"Mihai";-;-;-;5;-;-
"Mihail";22;20;22;23;23;26
"Mihailo";54;50;51;50;54;54
"Mihajel";8;8;8;8;8;8
"Mihajilo";11;11;10;10;9;10
"Mihajlo";130;133;146;153;153;166
"Mihal";10;10;10;10;8;9
"Mihalj";45;41;42;41;39;38
"Mihec";77;77;76;76;76;76
"Mihej";-;-;-;5;6;6
"Mihel";5;5;6;6;6;6
"Miho";10;9;10;9;8;7
"Mihovil";15;16;16;15;14;14
